板块名称,主力资金净流入(亿),时间,趋势
社区团购,-3.01,2026-05-15,↓ 净流出
化妆品概念,-3.04,2026-05-15,↓ 净流出
土地流转,-3.06,2026-05-15,↓ 净流出
纺织服饰,-3.08,2026-05-15,↓ 净流出
沪企改革,-3.09,2026-05-15,↓ 净流出
纺织制造,-3.11,2026-05-15,↓ 净流出
旅游概念,-3.13,2026-05-15,↓ 净流出
地面兵装Ⅲ,-3.16,2026-05-15,↓ 净流出
地面兵装Ⅱ,-3.16,2026-05-15,↓ 净流出
华为海思,-3.17,2026-05-15,↓ 净流出
贸易Ⅲ,-3.22,2026-05-15,↓ 净流出
贸易Ⅱ,-3.22,2026-05-15,↓ 净流出
其他电源设备Ⅲ,-3.23,2026-05-15,↓ 净流出
数据确权,-3.23,2026-05-15,↓ 净流出
CAR-T细胞疗法,-3.23,2026-05-15,↓ 净流出
C2M概念,-3.24,2026-05-15,↓ 净流出
旅游酒店,-3.24,2026-05-15,↓ 净流出
非金属材料Ⅲ,-3.29,2026-05-15,↓ 净流出
非金属材料Ⅱ,-3.29,2026-05-15,↓ 净流出
数字水印,-3.30,2026-05-15,↓ 净流出
Web3.0,-3.31,2026-05-15,↓ 净流出
其他塑料制品,-3.33,2026-05-15,↓ 净流出
金融控股,-3.36,2026-05-15,↓ 净流出
产业地产,-3.36,2026-05-15,↓ 净流出
2026一季报预减,-3.38,2026-05-15,↓ 净流出
转基因,-3.40,2026-05-15,↓ 净流出
独家药品,-3.40,2026-05-15,↓ 净流出
啤酒概念,-3.55,2026-05-15,↓ 净流出
免疫治疗,-3.58,2026-05-15,↓ 净流出
轨交设备Ⅲ,-3.59,2026-05-15,↓ 净流出
轨交设备Ⅱ,-3.59,2026-05-15,↓ 净流出
医疗耗材,-3.61,2026-05-15,↓ 净流出
板材,-3.68,2026-05-15,↓ 净流出
医废处理,-3.69,2026-05-15,↓ 净流出
中俄贸易概念,-3.72,2026-05-15,↓ 净流出
工程咨询服务Ⅲ,-3.72,2026-05-15,↓ 净流出
工程咨询服务Ⅱ,-3.72,2026-05-15,↓ 净流出
租售同权,-3.73,2026-05-15,↓ 净流出
精准诊断,-3.81,2026-05-15,↓ 净流出
GDR,-3.83,2026-05-15,↓ 净流出
特色药,-3.90,2026-05-15,↓ 净流出
汽车拆解,-3.92,2026-05-15,↓ 净流出
钾肥,-3.95,2026-05-15,↓ 净流出
内蒙古,-4.00,2026-05-15,↓ 净流出
种植业,-4.02,2026-05-15,↓ 净流出
电子化学品Ⅲ,-4.09,2026-05-15,↓ 净流出
电子化学品Ⅱ,-4.09,2026-05-15,↓ 净流出
生物质能发电,-4.09,2026-05-15,↓ 净流出
共享经济,-4.10,2026-05-15,↓ 净流出
红利股,-4.16,2026-05-15,↓ 净流出
普钢,-4.17,2026-05-15,↓ 净流出
蓄电池及其他电池,-4.28,2026-05-15,↓ 净流出
快递概念,-4.29,2026-05-15,↓ 净流出
统一大市场,-4.30,2026-05-15,↓ 净流出
食品安全,-4.33,2026-05-15,↓ 净流出
红利破净股,-4.34,2026-05-15,↓ 净流出
综合Ⅲ,-4.38,2026-05-15,↓ 净流出
综合,-4.38,2026-05-15,↓ 净流出
综合Ⅱ,-4.38,2026-05-15,↓ 净流出
网红经济,-4.48,2026-05-15,↓ 净流出
彩电,-4.48,2026-05-15,↓ 净流出
甘肃板块,-4.50,2026-05-15,↓ 净流出
肝炎概念,-4.52,2026-05-15,↓ 净流出
风电零部件,-4.52,2026-05-15,↓ 净流出
社会服务,-4.55,2026-05-15,↓ 净流出
其他生物制品,-4.55,2026-05-15,↓ 净流出
免税概念,-4.58,2026-05-15,↓ 净流出
光伏辅材,-4.58,2026-05-15,↓ 净流出
冰雪经济,-4.60,2026-05-15,↓ 净流出
农化制品,-4.60,2026-05-15,↓ 净流出
燃料电池概念,-4.62,2026-05-15,↓ 净流出
智谱AI概念,-4.63,2026-05-15,↓ 净流出
住宅开发,-4.65,2026-05-15,↓ 净流出
黑色家电,-4.69,2026-05-15,↓ 净流出
金属新材料,-4.69,2026-05-15,↓ 净流出
精准医疗,-4.71,2026-05-15,↓ 净流出
山西板块,-4.72,2026-05-15,↓ 净流出
粮食概念,-4.74,2026-05-15,↓ 净流出
财税数字化,-4.78,2026-05-15,↓ 净流出
高带宽内存,-4.79,2026-05-15,↓ 净流出
智能电视,-4.84,2026-05-15,↓ 净流出
热力服务,-4.85,2026-05-15,↓ 净流出
通用航空,-4.88,2026-05-15,↓ 净流出
影视概念,-4.90,2026-05-15,↓ 净流出
新消费,-4.91,2026-05-15,↓ 净流出
风电整机,-4.93,2026-05-15,↓ 净流出
钢铁,-4.97,2026-05-15,↓ 净流出
空间计算,-5.02,2026-05-15,↓ 净流出
中药Ⅲ,-5.03,2026-05-15,↓ 净流出
中药Ⅱ,-5.03,2026-05-15,↓ 净流出
工业母机,-5.04,2026-05-15,↓ 净流出
固废治理,-5.24,2026-05-15,↓ 净流出
滨海新区,-5.29,2026-05-15,↓ 净流出
屏下摄像,-5.32,2026-05-15,↓ 净流出
吉林板块,-5.44,2026-05-15,↓ 净流出
工业气体,-5.45,2026-05-15,↓ 净流出
能源及重型设备,-5.48,2026-05-15,↓ 净流出
显示技术,-5.54,2026-05-15,↓ 净流出
婴童概念,-5.75,2026-05-15,↓ 净流出
基础建设,-5.86,2026-05-15,↓ 净流出
乡村振兴,-5.86,2026-05-15,↓ 净流出
风力发电,-5.95,2026-05-15,↓ 净流出
黑龙江,-6.03,2026-05-15,↓ 净流出
多模态AI,-6.13,2026-05-15,↓ 净流出
银行,-6.21,2026-05-15,↓ 净流出
银行Ⅱ,-6.21,2026-05-15,↓ 净流出
镍,-6.22,2026-05-15,↓ 净流出
跨境电商,-6.27,2026-05-15,↓ 净流出
基建市政工程,-6.27,2026-05-15,↓ 净流出
电池化学品,-6.38,2026-05-15,↓ 净流出
环境治理,-6.48,2026-05-15,↓ 净流出
农业种植,-6.65,2026-05-15,↓ 净流出
麒麟电池,-6.74,2026-05-15,↓ 净流出
磨具磨料,-6.95,2026-05-15,↓ 净流出
面板,-7.04,2026-05-15,↓ 净流出
昨日连板,-7.05,2026-05-15,↓ 净流出
零售概念,-7.09,2026-05-15,↓ 净流出
辅助生殖,-7.21,2026-05-15,↓ 净流出
光刻机(胶),-7.27,2026-05-15,↓ 净流出
被动元件,-7.30,2026-05-15,↓ 净流出
ChatGPT概念,-7.33,2026-05-15,↓ 净流出
在线教育,-7.35,2026-05-15,↓ 净流出
环保设备Ⅲ,-7.41,2026-05-15,↓ 净流出
环保设备Ⅱ,-7.41,2026-05-15,↓ 净流出
生物制品,-7.53,2026-05-15,↓ 净流出
商贸零售,-7.54,2026-05-15,↓ 净流出
农林牧渔,-7.61,2026-05-15,↓ 净流出
谷子经济,-7.70,2026-05-15,↓ 净流出
分立器件,-7.74,2026-05-15,↓ 净流出
重庆板块,-7.79,2026-05-15,↓ 净流出
培育钻石,-7.80,2026-05-15,↓ 净流出
参股保险,-7.82,2026-05-15,↓ 净流出
知识产权,-7.84,2026-05-15,↓ 净流出
跨境支付,-7.84,2026-05-15,↓ 净流出
多元金融,-8.08,2026-05-15,↓ 净流出
青海板块,-8.12,2026-05-15,↓ 净流出
地摊经济,-8.13,2026-05-15,↓ 净流出
智慧政务,-8.19,2026-05-15,↓ 净流出
航运,-8.22,2026-05-15,↓ 净流出
房地产开发,-8.27,2026-05-15,↓ 净流出
数字孪生,-8.34,2026-05-15,↓ 净流出
钠离子电池,-8.39,2026-05-15,↓ 净流出
海南板块,-8.41,2026-05-15,↓ 净流出
化学制剂,-8.41,2026-05-15,↓ 净流出
流感,-8.44,2026-05-15,↓ 净流出
塑料,-8.44,2026-05-15,↓ 净流出
REITs概念,-8.45,2026-05-15,↓ 净流出
房地产,-8.73,2026-05-15,↓ 净流出
横向通用软件,-8.86,2026-05-15,↓ 净流出
医美概念,-8.86,2026-05-15,↓ 净流出
减肥药,-8.90,2026-05-15,↓ 净流出
第四代半导体,-8.92,2026-05-15,↓ 净流出
光伏主材,-9.04,2026-05-15,↓ 净流出
UWB概念,-9.04,2026-05-15,↓ 净流出
3D玻璃,-9.28,2026-05-15,↓ 净流出
医疗器械,-9.31,2026-05-15,↓ 净流出
磁悬浮概念,-9.32,2026-05-15,↓ 净流出
风电设备,-9.45,2026-05-15,↓ 净流出
安徽板块,-9.47,2026-05-15,↓ 净流出
航运港口,-9.53,2026-05-15,↓ 净流出
线缆部件及其他,-9.62,2026-05-15,↓ 净流出
ETC,-9.64,2026-05-15,↓ 净流出
电动乘用车,-9.72,2026-05-15,↓ 净流出
国资云概念,-9.72,2026-05-15,↓ 净流出
装配建筑,-9.76,2026-05-15,↓ 净流出
创新医疗服务,-9.76,2026-05-15,↓ 净流出
IPv6,-9.88,2026-05-15,↓ 净流出
河南板块,-9.92,2026-05-15,↓ 净流出
上海自贸,-9.93,2026-05-15,↓ 净流出
辽宁板块,-10.01,2026-05-15,↓ 净流出
雅下水电概念,-10.04,2026-05-15,↓ 净流出
东北振兴,-10.10,2026-05-15,↓ 净流出
膜材料,-10.15,2026-05-15,↓ 净流出
IT服务Ⅲ,-10.33,2026-05-15,↓ 净流出
IT服务Ⅱ,-10.33,2026-05-15,↓ 净流出
集成电路制造,-10.44,2026-05-15,↓ 净流出
电网自动化设备,-10.50,2026-05-15,↓ 净流出
航母概念,-10.54,2026-05-15,↓ 净流出
病毒防治,-10.74,2026-05-15,↓ 净流出
科创板做市商,-10.75,2026-05-15,↓ 净流出
VPN,-10.77,2026-05-15,↓ 净流出
PEEK材料概念,-10.81,2026-05-15,↓ 净流出
乘用车,-10.86,2026-05-15,↓ 净流出
天然气,-10.98,2026-05-15,↓ 净流出
北交所概念,-11.01,2026-05-15,↓ 净流出
白银,-11.15,2026-05-15,↓ 净流出
华为昇腾,-11.19,2026-05-15,↓ 净流出
半导体材料,-11.24,2026-05-15,↓ 净流出
钨,-11.25,2026-05-15,↓ 净流出
光伏加工设备,-11.29,2026-05-15,↓ 净流出
其他电子Ⅲ,-11.34,2026-05-15,↓ 净流出
其他电子Ⅱ,-11.34,2026-05-15,↓ 净流出
化学制药,-11.36,2026-05-15,↓ 净流出
光学元件,-11.37,2026-05-15,↓ 净流出
贵州板块,-11.45,2026-05-15,↓ 净流出
全息技术,-11.47,2026-05-15,↓ 净流出
垃圾分类,-11.56,2026-05-15,↓ 净流出
通信终端及配件,-11.59,2026-05-15,↓ 净流出
碳基材料,-11.60,2026-05-15,↓ 净流出
智能家居,-11.63,2026-05-15,↓ 净流出
中盘价值,-11.64,2026-05-15,↓ 净流出
单抗概念,-11.76,2026-05-15,↓ 净流出
植物照明,-11.77,2026-05-15,↓ 净流出
河北板块,-11.79,2026-05-15,↓ 净流出
微利股,-11.89,2026-05-15,↓ 净流出
时空大数据,-12.30,2026-05-15,↓ 净流出
元宇宙概念,-12.38,2026-05-15,↓ 净流出
昨日连板_含一字,-12.46,2026-05-15,↓ 净流出
AI智能体,-12.55,2026-05-15,↓ 净流出
化债(AMC)概念,-12.68,2026-05-15,↓ 净流出
中药概念,-12.74,2026-05-15,↓ 净流出
煤化工概念,-12.74,2026-05-15,↓ 净流出
创新药,-12.78,2026-05-15,↓ 净流出
垂直应用软件,-12.88,2026-05-15,↓ 净流出
EDR概念,-13.04,2026-05-15,↓ 净流出
混合现实,-13.16,2026-05-15,↓ 净流出
油气资源,-13.29,2026-05-15,↓ 净流出
保险Ⅲ,-13.39,2026-05-15,↓ 净流出
保险Ⅱ,-13.39,2026-05-15,↓ 净流出
新零售,-13.40,2026-05-15,↓ 净流出
建筑装饰,-13.55,2026-05-15,↓ 净流出
ST股,-13.59,2026-05-15,↓ 净流出
LED,-13.68,2026-05-15,↓ 净流出
新型城镇化,-13.72,2026-05-15,↓ 净流出
环保,-13.90,2026-05-15,↓ 净流出
钒电池,-13.97,2026-05-15,↓ 净流出
黄金,-14.04,2026-05-15,↓ 净流出
网络游戏,-14.06,2026-05-15,↓ 净流出
虚拟机器人,-14.09,2026-05-15,↓ 净流出
海南自贸,-14.12,2026-05-15,↓ 净流出
复合集流体,-14.22,2026-05-15,↓ 净流出
荣耀概念,-14.45,2026-05-15,↓ 净流出
交通运输,-14.49,2026-05-15,↓ 净流出
病原体防治,-14.65,2026-05-15,↓ 净流出
互联网服务,-14.82,2026-05-15,↓ 净流出
汽车整车,-14.91,2026-05-15,↓ 净流出
稀土永磁,-15.01,2026-05-15,↓ 净流出
内贸流通,-15.26,2026-05-15,↓ 净流出
空间站概念,-15.34,2026-05-15,↓ 净流出
铅锌,-15.38,2026-05-15,↓ 净流出
养老概念,-15.90,2026-05-15,↓ 净流出
安防概念,-16.02,2026-05-15,↓ 净流出
3D摄像头,-16.35,2026-05-15,↓ 净流出
高压快充,-16.59,2026-05-15,↓ 净流出
工程建设,-16.68,2026-05-15,↓ 净流出
磷化工,-17.13,2026-05-15,↓ 净流出
航天装备Ⅲ,-17.29,2026-05-15,↓ 净流出
航天装备Ⅱ,-17.29,2026-05-15,↓ 净流出
次新股,-17.42,2026-05-15,↓ 净流出
刀片电池,-17.44,2026-05-15,↓ 净流出
换电概念,-17.55,2026-05-15,↓ 净流出
铝,-17.74,2026-05-15,↓ 净流出
IPO受益,-17.99,2026-05-15,↓ 净流出
航空装备Ⅲ,-18.18,2026-05-15,↓ 净流出
航空装备Ⅱ,-18.18,2026-05-15,↓ 净流出
氮化镓,-18.18,2026-05-15,↓ 净流出
火力发电,-18.22,2026-05-15,↓ 净流出
IGBT概念,-18.27,2026-05-15,↓ 净流出
碳纤维,-18.31,2026-05-15,↓ 净流出
激光雷达,-18.79,2026-05-15,↓ 净流出
激光设备,-18.82,2026-05-15,↓ 净流出
柔性屏(折叠屏),-18.90,2026-05-15,↓ 净流出
锂,-19.17,2026-05-15,↓ 净流出
中芯概念,-19.24,2026-05-15,↓ 净流出
白酒Ⅲ,-19.27,2026-05-15,↓ 净流出
白酒Ⅱ,-19.27,2026-05-15,↓ 净流出
并购重组概念,-19.39,2026-05-15,↓ 净流出
陕西板块,-19.59,2026-05-15,↓ 净流出
AI应用,-19.71,2026-05-15,↓ 净流出
模拟芯片设计,-20.19,2026-05-15,↓ 净流出
虚拟电厂,-20.36,2026-05-15,↓ 净流出
水利建设,-20.68,2026-05-15,↓ 净流出
数字货币,-20.68,2026-05-15,↓ 净流出
酿酒概念,-20.80,2026-05-15,↓ 净流出
光伏发电,-20.89,2026-05-15,↓ 净流出
味蕾经济,-21.18,2026-05-15,↓ 净流出
医疗器械概念,-21.71,2026-05-15,↓ 净流出
软件开发,-21.74,2026-05-15,↓ 净流出
移动支付,-22.06,2026-05-15,↓ 净流出
长期破净,-22.29,2026-05-15,↓ 净流出
2025三季报预增,-22.41,2026-05-15,↓ 净流出
其他小金属,-22.47,2026-05-15,↓ 净流出
超级品牌,-22.64,2026-05-15,↓ 净流出
白酒,-22.71,2026-05-15,↓ 净流出
小盘价值,-22.94,2026-05-15,↓ 净流出
2026一季报扭亏,-22.94,2026-05-15,↓ 净流出
锂电池,-23.04,2026-05-15,↓ 净流出
MLCC,-23.14,2026-05-15,↓ 净流出
参股新三板,-23.78,2026-05-15,↓ 净流出
新疆板块,-23.80,2026-05-15,↓ 净流出
超超临界发电,-23.90,2026-05-15,↓ 净流出
电子烟,-24.12,2026-05-15,↓ 净流出
食品饮料,-24.23,2026-05-15,↓ 净流出
PPP模式,-24.38,2026-05-15,↓ 净流出
WiFi,-24.72,2026-05-15,↓ 净流出
玻纤制造,-24.90,2026-05-15,↓ 净流出
先进封装,-24.93,2026-05-15,↓ 净流出
破发股,-25.00,2026-05-15,↓ 净流出
边缘计算,-25.01,2026-05-15,↓ 净流出
贵金属,-25.19,2026-05-15,↓ 净流出
传感器,-25.45,2026-05-15,↓ 净流出
MicroLED,-25.82,2026-05-15,↓ 净流出
军工电子Ⅲ,-25.83,2026-05-15,↓ 净流出
军工电子Ⅱ,-25.83,2026-05-15,↓ 净流出
输变电设备,-26.00,2026-05-15,↓ 净流出
玻璃玻纤,-26.03,2026-05-15,↓ 净流出
小米汽车,-26.13,2026-05-15,↓ 净流出
独角兽,-26.44,2026-05-15,↓ 净流出
航天航空,-26.57,2026-05-15,↓ 净流出
成渝特区,-26.60,2026-05-15,↓ 净流出
光伏电池组件,-26.76,2026-05-15,↓ 净流出
湖南板块,-26.77,2026-05-15,↓ 净流出
小金属,-26.92,2026-05-15,↓ 净流出
数字经济,-27.12,2026-05-15,↓ 净流出
能源金属,-27.27,2026-05-15,↓ 净流出
互联医疗,-27.66,2026-05-15,↓ 净流出
BC电池,-27.75,2026-05-15,↓ 净流出
建筑材料,-27.89,2026-05-15,↓ 净流出
超导概念,-28.20,2026-05-15,↓ 净流出
被动元件概念,-28.41,2026-05-15,↓ 净流出
铁路基建,-28.64,2026-05-15,↓ 净流出
抽水蓄能,-28.84,2026-05-15,↓ 净流出
钙钛矿电池,-29.19,2026-05-15,↓ 净流出
蚂蚁概念,-29.47,2026-05-15,↓ 净流出
核能核电,-29.50,2026-05-15,↓ 净流出
湖北自贸,-29.70,2026-05-15,↓ 净流出
碳交易,-30.13,2026-05-15,↓ 净流出
电商概念,-30.38,2026-05-15,↓ 净流出
破净股,-30.51,2026-05-15,↓ 净流出
江西板块,-31.10,2026-05-15,↓ 净流出
大飞机,-31.59,2026-05-15,↓ 净流出
超级电容,-31.91,2026-05-15,↓ 净流出
雄安新区,-31.98,2026-05-15,↓ 净流出
光伏设备,-32.02,2026-05-15,↓ 净流出
光学光电子,-32.09,2026-05-15,↓ 净流出
茅指数,-32.30,2026-05-15,↓ 净流出
昨日首板,-32.42,2026-05-15,↓ 净流出
无线耳机,-32.45,2026-05-15,↓ 净流出
AI手机,-33.68,2026-05-15,↓ 净流出
云南板块,-33.74,2026-05-15,↓ 净流出
其他计算机设备,-33.92,2026-05-15,↓ 净流出
参股期货,-34.33,2026-05-15,↓ 净流出
消费电子,-34.52,2026-05-15,↓ 净流出
消费电子零部件及组装,-34.60,2026-05-15,↓ 净流出
电网设备,-34.83,2026-05-15,↓ 净流出
电池,-35.15,2026-05-15,↓ 净流出
动力电池回收,-35.38,2026-05-15,↓ 净流出
医药生物,-35.53,2026-05-15,↓ 净流出
证券Ⅲ,-35.60,2026-05-15,↓ 净流出
证券Ⅱ,-35.60,2026-05-15,↓ 净流出
计算机设备,-36.05,2026-05-15,↓ 净流出
虚拟现实,-36.26,2026-05-15,↓ 净流出
昨日涨停,-36.58,2026-05-15,↓ 净流出
特斯拉概念,-37.06,2026-05-15,↓ 净流出
2025年报扭亏,-37.35,2026-05-15,↓ 净流出
工业互联,-37.46,2026-05-15,↓ 净流出
HJT电池,-38.90,2026-05-15,↓ 净流出
鸿蒙概念,-38.92,2026-05-15,↓ 净流出
浙江板块,-39.09,2026-05-15,↓ 净流出
北京板块,-39.18,2026-05-15,↓ 净流出
北斗导航,-39.48,2026-05-15,↓ 净流出
蓝宝石,-40.61,2026-05-15,↓ 净流出
氢能源,-40.70,2026-05-15,↓ 净流出
数据要素,-40.86,2026-05-15,↓ 净流出
石墨烯,-41.25,2026-05-15,↓ 净流出
智能穿戴,-41.46,2026-05-15,↓ 净流出
东数西算,-41.81,2026-05-15,↓ 净流出
数据安全,-42.16,2026-05-15,↓ 净流出
券商概念,-42.21,2026-05-15,↓ 净流出
国产软件,-42.53,2026-05-15,↓ 净流出
抖音概念(字节概念),-42.66,2026-05-15,↓ 净流出
山东板块,-44.40,2026-05-15,↓ 净流出
TOPCon电池,-44.71,2026-05-15,↓ 净流出
四川板块,-45.62,2026-05-15,↓ 净流出
昨日涨停_含一字,-45.77,2026-05-15,↓ 净流出
央视50_,-46.48,2026-05-15,↓ 净流出
3D打印,-47.34,2026-05-15,↓ 净流出
无线充电,-47.57,2026-05-15,↓ 净流出
天津板块,-47.97,2026-05-15,↓ 净流出
毫米波概念,-48.12,2026-05-15,↓ 净流出
海洋经济,-48.14,2026-05-15,↓ 净流出
反内卷概念,-48.56,2026-05-15,↓ 净流出
公用事业,-49.52,2026-05-15,↓ 净流出
电力,-49.59,2026-05-15,↓ 净流出
智慧城市,-50.81,2026-05-15,↓ 净流出
超清视频,-51.61,2026-05-15,↓ 净流出
中字头,-52.10,2026-05-15,↓ 净流出
无人机,-52.13,2026-05-15,↓ 净流出
铜,-52.37,2026-05-15,↓ 净流出
破增发价股,-52.84,2026-05-15,↓ 净流出
绿色电力,-53.58,2026-05-15,↓ 净流出
碳化硅,-55.68,2026-05-15,↓ 净流出
汽车芯片,-55.91,2026-05-15,↓ 净流出
英伟达概念,-55.98,2026-05-15,↓ 净流出
转债标的,-57.04,2026-05-15,↓ 净流出
非银金融,-57.06,2026-05-15,↓ 净流出
2025年报预减,-58.68,2026-05-15,↓ 净流出
节能环保,-59.32,2026-05-15,↓ 净流出
铜缆高速连接,-59.60,2026-05-15,↓ 净流出
可控核聚变,-59.83,2026-05-15,↓ 净流出
中特估,-61.80,2026-05-15,↓ 净流出
福建板块,-62.22,2026-05-15,↓ 净流出
养老金,-62.25,2026-05-15,↓ 净流出
6G概念,-62.33,2026-05-15,↓ 净流出
通信线缆及配套,-63.13,2026-05-15,↓ 净流出
低空经济,-64.19,2026-05-15,↓ 净流出
国防军工,-64.42,2026-05-15,↓ 净流出
大盘价值,-65.51,2026-05-15,↓ 净流出
阿里概念,-65.84,2026-05-15,↓ 净流出
锂矿概念,-67.80,2026-05-15,↓ 净流出
计算机,-68.12,2026-05-15,↓ 净流出
网络安全,-68.14,2026-05-15,↓ 净流出
MiniLED,-68.87,2026-05-15,↓ 净流出
参股银行,-69.47,2026-05-15,↓ 净流出
车联网(车路云),-71.56,2026-05-15,↓ 净流出
卫星互联网,-73.51,2026-05-15,↓ 净流出
LED概念,-74.07,2026-05-15,↓ 净流出
创投,-74.50,2026-05-15,↓ 净流出
消费电子概念,-74.84,2026-05-15,↓ 净流出
海工装备,-75.36,2026-05-15,↓ 净流出
参股券商,-75.56,2026-05-15,↓ 净流出
小米概念,-76.06,2026-05-15,↓ 净流出
行业龙头,-76.57,2026-05-15,↓ 净流出
百度概念,-76.58,2026-05-15,↓ 净流出
湖北板块,-76.76,2026-05-15,↓ 净流出
AIPC,-76.81,2026-05-15,↓ 净流出
风能,-77.44,2026-05-15,↓ 净流出
区块链,-77.88,2026-05-15,↓ 净流出
AI眼镜,-78.42,2026-05-15,↓ 净流出
军民融合,-78.89,2026-05-15,↓ 净流出
F5G概念,-79.22,2026-05-15,↓ 净流出
互联网金融,-81.42,2026-05-15,↓ 净流出
固态电池,-81.47,2026-05-15,↓ 净流出
通信网络设备及器件,-83.17,2026-05-15,↓ 净流出
机器人概念,-84.08,2026-05-15,↓ 净流出
AI芯片,-84.48,2026-05-15,↓ 净流出
工业金属,-85.48,2026-05-15,↓ 净流出
无人驾驶,-87.47,2026-05-15,↓ 净流出
历史新高,-88.66,2026-05-15,↓ 净流出
云计算,-91.09,2026-05-15,↓ 净流出
第三代半导体,-91.60,2026-05-15,↓ 净流出
苹果概念,-91.66,2026-05-15,↓ 净流出
特高压,-92.62,2026-05-15,↓ 净流出
贬值受益,-94.01,2026-05-15,↓ 净流出
量子科技,-94.22,2026-05-15,↓ 净流出
新能源车,-94.34,2026-05-15,↓ 净流出
DeepSeek概念,-94.51,2026-05-15,↓ 净流出
昨日高换手,-95.15,2026-05-15,↓ 净流出
QFII重仓,-97.38,2026-05-15,↓ 净流出
印制电路板,-98.52,2026-05-15,↓ 净流出
电力设备,-99.18,2026-05-15,↓ 净流出
黄金概念,-100.19,2026-05-15,↓ 净流出
充电桩,-101.31,2026-05-15,↓ 净流出
创业成份,-105.22,2026-05-15,↓ 净流出
元件,-105.82,2026-05-15,↓ 净流出
液冷概念,-106.11,2026-05-15,↓ 净流出
稀缺资源,-106.33,2026-05-15,↓ 净流出
智能电网,-107.09,2026-05-15,↓ 净流出
电网概念,-116.17,2026-05-15,↓ 净流出
深证100R,-119.18,2026-05-15,↓ 净流出
新材料,-119.66,2026-05-15,↓ 净流出
上海板块,-121.20,2026-05-15,↓ 净流出
长江三角,-124.38,2026-05-15,↓ 净流出
上证50_,-124.39,2026-05-15,↓ 净流出
军工,-127.69,2026-05-15,↓ 净流出
权重股,-127.93,2026-05-15,↓ 净流出
新能源,-128.86,2026-05-15,↓ 净流出
百日新高,-130.63,2026-05-15,↓ 净流出
2026一季报预增,-133.14,2026-05-15,↓ 净流出
最近多板,-133.78,2026-05-15,↓ 净流出
OLED,-134.18,2026-05-15,↓ 净流出
储能概念,-134.81,2026-05-15,↓ 净流出
近期新高,-141.69,2026-05-15,↓ 净流出
大数据,-142.64,2026-05-15,↓ 净流出
AH股,-143.07,2026-05-15,↓ 净流出
小盘成长,-143.72,2026-05-15,↓ 净流出
存储芯片,-144.09,2026-05-15,↓ 净流出
信创,-146.86,2026-05-15,↓ 净流出
数字芯片设计,-148.28,2026-05-15,↓ 净流出
江苏板块,-148.60,2026-05-15,↓ 净流出
数据中心,-152.16,2026-05-15,↓ 净流出
专精特新,-152.54,2026-05-15,↓ 净流出
通信,-153.56,2026-05-15,↓ 净流出
人工智能,-155.99,2026-05-15,↓ 净流出
小金属概念,-157.48,2026-05-15,↓ 净流出
锂电池概念,-157.68,2026-05-15,↓ 净流出
物联网,-158.10,2026-05-15,↓ 净流出
通信设备,-158.63,2026-05-15,↓ 净流出
西部大开发,-158.78,2026-05-15,↓ 净流出
CPO概念,-159.91,2026-05-15,↓ 净流出
商业航天,-160.59,2026-05-15,↓ 净流出
证金持股,-163.81,2026-05-15,↓ 净流出
深圳特区,-164.99,2026-05-15,↓ 净流出
上证380,-167.30,2026-05-15,↓ 净流出
有色金属,-169.56,2026-05-15,↓ 净流出
电池技术,-177.11,2026-05-15,↓ 净流出
光纤概念,-178.41,2026-05-15,↓ 净流出
PCB,-179.83,2026-05-15,↓ 净流出
半导体,-181.21,2026-05-15,↓ 净流出
基金重仓,-196.01,2026-05-15,↓ 净流出
一带一路,-196.56,2026-05-15,↓ 净流出
算力概念,-201.17,2026-05-15,↓ 净流出
周期股,-203.84,2026-05-15,↓ 净流出
光伏概念,-205.11,2026-05-15,↓ 净流出
中盘成长,-210.45,2026-05-15,↓ 净流出
上证180_,-218.19,2026-05-15,↓ 净流出
大盘成长,-229.65,2026-05-15,↓ 净流出
小盘股,-237.28,2026-05-15,↓ 净流出
机构重仓,-246.36,2026-05-15,↓ 净流出
创业板综,-250.72,2026-05-15,↓ 净流出
广东板块,-265.82,2026-05-15,↓ 净流出
光通信模块,-266.88,2026-05-15,↓ 净流出
东方财富热股,-268.88,2026-05-15,↓ 净流出
中盘股,-298.79,2026-05-15,↓ 净流出
中证500,-304.81,2026-05-15,↓ 净流出
华为概念,-331.16,2026-05-15,↓ 净流出
半导体概念,-331.83,2026-05-15,↓ 净流出
昨日高振幅,-332.80,2026-05-15,↓ 净流出
2025年报预增,-340.46,2026-05-15,↓ 净流出
HS300_,-359.05,2026-05-15,↓ 净流出
国产芯片,-359.85,2026-05-15,↓ 净流出
电子,-369.07,2026-05-15,↓ 净流出
央国企改革,-382.98,2026-05-15,↓ 净流出
5G概念,-388.41,2026-05-15,↓ 净流出
深成500,-391.56,2026-05-15,↓ 净流出
百元股,-416.36,2026-05-15,↓ 净流出
通信技术,-435.18,2026-05-15,↓ 净流出
大盘股,-460.34,2026-05-15,↓ 净流出
标准普尔,-498.56,2026-05-15,↓ 净流出
深股通,-533.32,2026-05-15,↓ 净流出
沪股通,-546.51,2026-05-15,↓ 净流出
MSCI中国,-661.52,2026-05-15,↓ 净流出
富时罗素,-669.43,2026-05-15,↓ 净流出
融资融券,-1058.98,2026-05-15,↓ 净流出
